"Date","Open","High","Low","Last","Close","Total Trade Quantity","Turnover (Lacs)","bank_name"
2017-11-27,1849,1862,1845.6,1860.15,1857.55,967618,17921.12,"HDFC"
2017-11-24,1843,1857.8,1841,1857.5,1851.4,1300921,24045.01,"HDFC"
2017-11-23,1859,1860,1838,1840,1842.85,808145,14932.79,"HDFC"
2017-11-22,1849.7,1860,1844.55,1854.6,1855.25,1415199,26236.29,"HDFC"
2017-11-21,1837.45,1850,1836.1,1848,1846.25,568883,10498.23,"HDFC"
2017-11-20,1829,1839.7,1829,1836.05,1838.15,598106,10981.71,"HDFC"
2017-11-17,1828.7,1838.3,1813.15,1822,1825.55,1589693,29055.09,"HDFC"
2017-11-16,1804,1816,1795.2,1812.95,1807.7,1003243,18130.89,"HDFC"
2017-11-15,1798,1803.65,1788,1799.25,1800.25,1537092,27611.83,"HDFC"
2017-11-14,1815.9,1819,1800,1801.35,1802.35,1178117,21275.14,"HDFC"
2017-11-13,1822,1823.15,1795,1814.25,1813.55,833968,15068.88,"HDFC"
2017-11-10,1821.7,1834.8,1812.35,1823.95,1822,1936090,35268.48,"HDFC"
2017-11-09,1827,1835,1821.1,1834,1827.85,778327,14214.24,"HDFC"
2017-11-08,1825.2,1833.6,1819,1822.6,1825.95,820786,14989.35,"HDFC"
2017-11-07,1838,1844.95,1820.75,1825,1823.7,1861594,34042.34,"HDFC"
2017-11-06,1825,1840,1822.6,1828,1828.6,1537061,28178.48,"HDFC"
2017-11-03,1825.7,1840,1821.6,1830,1830.7,952622,17432.53,"HDFC"
2017-11-02,1823,1829.8,1816.95,1820,1822.1,1184486,21581.98,"HDFC"
2017-11-01,1815.1,1825,1812,1822.5,1821.2,1047653,19059.91,"HDFC"
2017-10-31,1811.5,1811.5,1799.25,1809.45,1808.5,1170615,21131.93,"HDFC"
2017-10-30,1798.25,1816,1792.4,1815.75,1815,1355588,24475.03,"HDFC"
2017-10-27,1804.4,1807.5,1779,1787.9,1791.05,1868022,33491.09,"HDFC"
2017-10-26,1768,1810,1757.85,1791.7,1795.35,7142866,127799.64,"HDFC"
2017-10-25,1860,1863,1785,1795.15,1795.1,5341802,96192.2,"HDFC"
2017-10-24,1863,1879.6,1853,1866.55,1867.1,2832218,52852.45,"HDFC"
2017-10-23,1859.9,1869.7,1836.05,1865.85,1863.3,1040723,19263.73,"HDFC"
2017-10-19,1861.8,1865,1840.65,1845,1848.4,142502,2641.95,"HDFC"
2017-10-18,1841,1875,1839,1866.25,1868.5,981680,18300.9,"HDFC"
2017-10-17,1850,1853.7,1839.1,1848.95,1851.25,653322,12076.83,"HDFC"
2017-10-16,1860,1873.25,1842,1854.15,1857.15,818636,15203.8,"HDFC"
2017-10-13,1826.7,1856.55,1822,1848.9,1850.8,1608366,29689.02,"HDFC"
2017-10-12,1795.1,1821.45,1788,1820,1818.8,1345390,24289.9,"HDFC"
2017-10-11,1803.25,1815.25,1787.6,1789,1790.15,1316860,23730.17,"HDFC"
2017-10-10,1799,1814.95,1792.65,1800,1802.7,949545,17150.46,"HDFC"
2017-10-09,1798.8,1803,1790.5,1795.15,1795.5,765623,13760.95,"HDFC"
2017-10-06,1798,1804.45,1794,1799.95,1800.1,757665,13634.4,"HDFC"
2017-10-05,1795,1805,1793.1,1798.8,1798.6,834049,15016.23,"HDFC"
2017-10-04,1807.9,1811.9,1793.35,1794,1797,1656276,29882.18,"HDFC"
